0.81210042	0.66318991	0.78557090	0.79213877	0.78204100
0.80068051	0.64547737	0.72871926	0.75694843	0.70400900
0.79556923	0.64942664	0.72886385	0.75103144	0.70910100
0.75450666	0.75601882	0.71610342	0.73821128	0.67951400
0.75371347	0.75219893	0.72700613	0.73713561	0.68496800
0.73771535	0.67622388	0.68374731	0.70298192	0.59428200
0.73485187	0.68270049	0.69906887	0.71052503	0.60275200
0.71640123	0.55765971	0.69867867	0.65752337	0.70629300
0.71364188	0.54838125	0.69427773	0.65262909	0.69970500
0.71334220	0.73322546	0.70597906	0.66455805	0.64540400
0.71041989	0.57056631	0.68257386	0.60985700	0.67974800
0.70967520	0.56962112	0.68500849	0.61214919	0.68271000
0.69586611	0.71808161	0.68696861	0.64322958	0.62944600
0.68812363	0.47638084	0.57882922	0.60031560	0.54034200
0.68460420	0.48538170	0.58249436	0.60126185	0.54513100
0.64602842	0.63651150	0.62805942	0.64503671	0.62028800
0.64436833	0.49076818	0.62249593	0.61999665	0.61910900
0.64434783	0.49928407	0.61637488	0.61687185	0.61450200
0.62812230	0.61796945	0.60604694	0.63455954	0.60205600
0.60749394	0.50302508	0.57012811	0.55723856	0.55444000
0.60154310	0.49895036	0.52813929	0.57935704	0.37559500
0.59896822	0.54317476	0.54623845	0.54897305	0.53941600
0.59836307	0.49461292	0.54489641	0.57610938	0.39270000
0.59593608	0.48810790	0.56728547	0.54440345	0.55512200
0.53467541	0.49187061	0.51101892	0.48168399	0.52958300
0.50920371	0.36027239	0.44705826	0.47919884	0.41554100
0.49799512	0.33931800	0.41542588	0.45723200	0.39060000
0.48661730	0.33846288	0.44791459	0.44863272	0.41444400
0.47587152	0.33884059	0.43332466	0.42501330	0.40646100
0.21469667	0.17818103	0.16421105	0.14638177	0.15038800
0.21448368	0.19383863	0.17849761	0.15136883	0.17253900

